x(um) y(um) z(um) u_11 u_12 u_13 u_21 u_22 u_23 u_31 u_32 u_33
92 125 113 0.008599 0.448894 0.893544 0.29257 0.853343 -0.431513 -0.956208 0.265136 -0.123994
99 97 113 0.415093 -0.193902 -0.888875 0.6449 -0.626432 0.437815 -0.641722 -0.75497 -0.134979
109 99 113 -0.194065 0.88931 -0.414089 -0.627001 -0.437082 -0.644848 -0.75446 0.134489 0.642418
108 121 113 -0.022503 0.826218 -0.5629 0.381264 -0.513402 -0.768799 -0.924195 -0.231917 -0.303454
125 137 113 0.345706 -0.083295 -0.934633 0.780821 -0.526868 0.335765 -0.520394 -0.84586 -0.117101
134 118 113 0.016146 0.110828 -0.993698 -0.690648 -0.71742 -0.091243 -0.723016 0.687777 0.064968
108 92 113 0.415604 -0.194676 -0.888466 0.644121 -0.626671 0.43862 -0.642176 -0.754571 -0.135051
89 113 113 -0.321997 -0.226918 -0.919144 0.045723 -0.973446 0.224307 -0.945636 0.030201 0.323821
103 124 113 -0.826605 -0.020169 -0.562418 0.513832 0.380637 -0.768823 0.229576 -0.924509 -0.304275
106 119 113 -0.022315 0.826324 -0.562751 0.380811 -0.513435 -0.769002 -0.924387 -0.231461 -0.303215
138 99 113 0.763565 -0.475236 0.437183 -0.513087 -0.035435 0.857602 -0.392091 -0.879136 -0.270887
134 97 113 0.765091 -0.472119 0.437881 -0.513091 -0.036113 0.857567 -0.389079 -0.880799 -0.269856
103 105 113 -0.194431 0.888773 -0.415066 -0.62662 -0.438087 -0.644536 -0.754681 0.13477 0.642101
131 102 113 0.542123 0.755416 0.368032 -0.828452 0.553782 0.083648 -0.140624 -0.350248 0.92604
99 134 113 0.892944 0.450046 -0.010536 -0.433394 0.853099 -0.290515 -0.121758 0.263978 0.956808
109 126 113 0.986699 -0.129551 0.098277 -0.14759 -0.459766 0.875684 -0.068262 -0.878535 -0.47277
132 103 113 0.542251 0.755394 0.367884 -0.828373 0.553902 0.083639 -0.140597 -0.350104 0.926099
122 129 113 -0.126621 -0.098708 -0.987028 -0.465985 -0.87249 0.14703 -0.875687 0.478556 0.064478
134 133 113 -0.872575 0.482105 0.078668 -0.025752 0.115422 -0.992982 -0.487802 -0.868478 -0.088293
103 109 113 -0.826779 -0.022221 -0.562086 0.512771 0.381104 -0.769298 0.231307 -0.924269 -0.303698
130 138 113 0.416364 0.81596 0.401062 -0.621362 0.577401 -0.529636 -0.663745 -0.028692 0.74741
88 101 113 -0.920213 -0.322157 -0.222319 0.218724 0.047809 -0.974613 0.324623 -0.945473 0.026464
131 126 113 -0.12515 -0.100068 -0.987079 -0.465187 -0.872843 0.147466 -0.876321 0.477631 0.062685
136 134 113 -0.872281 0.482504 0.079478 -0.026942 0.114865 -0.993016 -0.488263 -0.868329 -0.087193
99 131 113 0.009083 0.449577 0.893194 0.2927 0.85291 -0.432277 -0.956167 0.265366 -0.123842
101 99 113 -0.194704 0.888936 -0.414589 -0.626561 -0.437919 -0.644708 -0.75466 0.134237 0.642236
115 125 113 -0.127044 -0.098613 -0.986982 -0.466992 -0.871918 0.147221 -0.875094 0.479611 0.06472
113 110 113 -0.88004 -0.258583 -0.398327 0.438156 -0.118599 -0.89104 0.183166 -0.958682 0.217671
114 100 113 -0.880347 -0.25854 -0.397679 0.438049 -0.121544 -0.890695 0.181945 -0.958324 0.220254
129 130 113 -0.124271 -0.09941 -0.987255 -0.465014 -0.873106 0.146451 -0.876539 0.477288 0.062269
114 106 113 -0.880067 -0.258538 -0.398297 0.43828 -0.119465 -0.890863 0.182741 -0.958586 0.218451
120 137 113 0.34528 -0.084064 -0.934716 0.78111 -0.526379 0.335876 -0.52025 -0.846088 -0.116082
134 104 113 0.653779 0.694553 0.300292 -0.72346 0.690057 -0.020992 -0.221789 -0.203531 0.953606
126 108 113 -0.880062 -0.2583 -0.398464 0.43853 -0.120182 -0.890644 0.182165 -0.95856 0.21904
132 118 113 -0.880112 -0.257667 -0.398766 0.438722 -0.120344 -0.890529 0.181471 -0.958707 0.218962
132 127 113 -0.124394 -0.098897 -0.987291 -0.46549 -0.872912 0.146092 -0.876269 0.477748 0.062553
114 88 113 0.381448 0.920065 0.089324 -0.106691 0.139805 -0.984411 -0.918215 0.365975 0.151493
105 123 113 -0.022228 0.826161 -0.562994 0.380686 -0.513718 -0.768874 -0.92444 -0.231416 -0.303089
112 95 113 0.41512 -0.193731 -0.888899 0.644704 -0.62674 0.437675 -0.641911 -0.754752 -0.135269
94 129 113 0.009078 0.449112 0.893427 0.292224 0.853268 -0.431896 -0.956313 0.264999 -0.123492
108 93 113 0.415565 -0.194771 -0.888464 0.644284 -0.626456 0.438688 -0.64204 -0.754724 -0.134845
134 132 113 -0.872041 0.482639 0.081274 -0.027273 0.117887 -0.992651 -0.488673 -0.867851 -0.089635
114 136 113 0.34477 -0.084378 -0.93488 0.781124 -0.526533 0.33559 -0.520562 -0.845959 -0.115621
92 135 113 0.082163 0.988211 0.129191 -0.720212 -0.030728 0.69307 0.688878 -0.149987 0.709192
128 110 113 -0.879996 -0.257762 -0.398955 0.438865 -0.119984 -0.890506 0.181671 -0.958729 0.218709
89 119 113 -0.468986 0.448742 -0.760709 -0.042754 -0.871829 -0.487902 -0.882188 -0.196344 0.428058
107 113 113 -0.826328 -0.020741 -0.562807 0.513934 0.380963 -0.768592 0.230345 -0.924361 -0.304143
96 108 113 -0.193909 0.888761 -0.415332 -0.625295 -0.438197 -0.645745 -0.755915 0.134489 0.640711
119 99 113 -0.880236 -0.258062 -0.398233 0.438465 -0.121366 -0.890515 0.181477 -0.958475 0.219981
99 125 113 -0.894091 0.007779 -0.447817 0.430475 0.290993 -0.854409 0.123667 -0.956694 -0.263522
121 97 113 -0.367121 0.542821 -0.75536 -0.081712 -0.827744 -0.555124 -0.926578 -0.142076 0.348233
98 104 113 -0.194383 0.888791 -0.415049 -0.62633 -0.438096 -0.644811 -0.754935 0.134616 0.641835
127 126 113 0.09913 -0.125924 -0.987073 0.872906 -0.465212 0.147014 -0.477713 -0.876197 0.0638
97 107 113 -0.194348 0.888835 -0.414971 -0.626117 -0.438057 -0.645045 -0.75512 0.134457 0.641651
118 102 113 -0.880316 -0.258432 -0.397819 0.438053 -0.120951 -0.890775 0.182089 -0.958427 0.21968
115 100 113 -0.880352 -0.258216 -0.397877 0.438065 -0.120965 -0.890767 0.181882 -0.958484 0.219607
120 115 113 -0.398314 0.879959 0.258873 -0.890752 -0.438433 0.119761 0.218889 -0.18289 0.958455
92 94 113 -0.194291 0.888188 -0.416378 -0.624173 -0.43939 -0.646013 -0.756749 0.134374 0.639756
119 134 113 -0.127128 -0.0982 -0.987013 -0.465153 -0.872979 0.146765 -0.876056 0.477768 0.065302
125 124 113 -0.125717 -0.099365 -0.987077 -0.466367 -0.872257 0.1472 -0.875616 0.478845 0.063312
117 88 113 -0.089451 0.381115 -0.920189 0.984768 -0.104493 -0.139005 -0.14913 -0.918601 -0.365959
125 101 113 -0.366948 0.542692 -0.755536 -0.08185 -0.827881 -0.554901 -0.926635 -0.141776 0.348202
102 110 113 -0.827054 -0.021978 -0.561689 0.512194 0.382237 -0.769116 0.231603 -0.923811 -0.304878
138 131 113 0.482913 0.0794 -0.872061 0.114874 -0.993018 -0.026799 -0.868102 -0.087236 -0.488662
109 92 113 0.415593 -0.194667 -0.888472 0.644055 -0.626761 0.438592 -0.642249 -0.754499 -0.1351
131 96 113 0.542741 0.75442 0.369157 -0.827768 0.554908 0.082963 -0.142261 -0.350604 0.925656
138 96 113 0.753336 -0.490961 0.437539 -0.517872 -0.032803 0.854815 -0.405335 -0.870581 -0.278956
95 91 113 -0.19483 0.888605 -0.415237 -0.625854 -0.438593 -0.644936 -0.755215 0.134223 0.641589
116 108 113 -0.398123 0.880114 0.258647 -0.890838 -0.438212 0.119906 0.218874 -0.182675 0.958501
133 138 113 -0.872079 0.482423 0.082193 -0.028191 0.118166 -0.992588 -0.488556 -0.867937 -0.089448
124 98 113 -0.367159 0.543089 -0.755148 -0.082168 -0.827612 -0.555253 -0.926524 -0.141815 0.348485
104 88 113 -0.19489 0.889349 -0.413616 -0.62703 -0.437244 -0.644709 -0.754223 0.133702 0.642861
117 128 113 -0.12724 -0.098278 -0.986991 -0.466809 -0.872051 0.147009 -0.87516 0.479441 0.065081
92 128 113 0.008187 0.44903 0.893479 0.291763 0.853556 -0.431641 -0.956459 0.264215 -0.12402
126 130 113 -0.125468 -0.098783 -0.987167 -0.465778 -0.872686 0.146527 -0.875962 0.478184 0.063481
112 103 113 -0.880092 -0.258631 -0.398181 0.438151 -0.119288 -0.890951 0.18293 -0.958583 0.218305
134 135 113 -0.871697 0.483066 0.082432 -0.028443 0.118069 -0.992596 -0.489221 -0.867588 -0.089179
98 98 113 -0.194606 0.888808 -0.414907 -0.626561 -0.43809 -0.644592 -0.754686 0.134522 0.642147
98 111 113 -0.826938 -0.022064 -0.561857 0.512501 0.381524 -0.769269 0.231339 -0.924099 -0.304195
118 114 113 -0.879927 -0.258478 -0.398646 0.438587 -0.119296 -0.890734 0.182681 -0.958623 0.218338
98 131 113 0.009298 0.449225 0.893367 0.292742 0.853041 -0.431995 -0.95615 0.265546 -0.123575
99 95 114 -0.19458 0.888799 -0.414938 -0.626536 -0.438101 -0.644609 -0.754713 0.134544 0.642111
119 110 114 -0.399122 0.879642 0.25871 -0.890149 -0.439391 0.120707 0.219854 -0.182113 0.958383
124 101 114 -0.367161 0.542477 -0.755587 -0.082054 -0.828047 -0.554624 -0.926532 -0.141634 0.348534
134 116 114 -0.879345 -0.257604 -0.400498 0.440199 -0.118975 -0.88998 0.181611 -0.958897 0.218018
91 137 114 0.081462 0.988278 0.129111 -0.718349 -0.03158 0.694966 0.690902 -0.14936 0.707352
94 97 114 -0.193859 0.888801 -0.415272 -0.62616 -0.437966 -0.645066 -0.755211 0.134972 0.641435
91 115 114 0.919513 -0.321208 0.226542 -0.223557 0.04668 0.97357 -0.323297 -0.945858 -0.028881
129 89 114 -0.367515 0.543162 -0.754922 -0.08289 -0.827631 -0.555119 -0.926317 -0.141437 0.349187
125 108 114 -0.880175 -0.258276 -0.39823 0.438284 -0.120166 -0.890768 0.18221 -0.958568 0.218966
115 116 114 -0.398826 0.879757 0.258773 -0.890413 -0.439004 0.12017 0.219323 -0.182488 0.958434
108 122 114 -0.022153 0.826177 -0.562973 0.381131 -0.51361 -0.768725 -0.92426 -0.231597 -0.303505
113 124 114 0.986908 -0.128709 0.097228 -0.146502 -0.462959 0.874188 -0.067509 -0.876983 -0.475749
96 106 114 -0.19438 0.888907 -0.414803 -0.626132 -0.437951 -0.645102 -0.7551 0.134326 0.641702
135 118 114 0.016282 0.111377 -0.993639 -0.689702 -0.718258 -0.091814 -0.723917 0.686805 0.065125
114 134 114 0.986818 0.128208 -0.098758 -0.147571 0.462368 -0.87432 -0.066433 0.877372 0.475192
112 97 114 0.414853 -0.193333 -0.889114 0.645127 -0.62659 0.437253 -0.641663 -0.754974 -0.135218
135 131 114 -0.872048 0.482643 0.08117 -0.027355 0.117528 -0.992692 -0.488656 -0.867897 -0.089284
114 97 114 0.414182 -0.193067 -0.889483 0.645503 -0.626662 0.436595 -0.641709 -0.754989 -0.134927
123 129 114 -0.126771 -0.098757 -0.987004 -0.466101 -0.872407 0.147155 -0.875604 0.478697 0.064564
124 116 114 -0.880123 -0.258502 -0.398199 0.438199 -0.119603 -0.890885 0.182671 -0.958578 0.218539
112 104 114 -0.880063 -0.258579 -0.398279 0.438139 -0.118769 -0.891025 0.183098 -0.958662 0.217818
120 129 114 -0.126424 -0.098296 -0.987094 -0.466005 -0.872556 0.146571 -0.875706 0.47852 0.064504
114 117 114 -0.399131 0.879688 0.258538 -0.890289 -0.439258 0.120168 0.219276 -0.18221 0.958497
119 89 114 -0.368805 0.541172 -0.755721 -0.080824 -0.828629 -0.553933 -0.925987 -0.143212 0.34934
119 135 114 0.34499 -0.084784 -0.934761 0.78097 -0.526514 0.335986 -0.520652 -0.845929 -0.115423
89 96 114 0.469109 0.337978 -0.81591 0.840185 0.113833 0.530218 0.272079 -0.934245 -0.230562
114 127 114 0.986983 -0.128148 0.097197 -0.146231 -0.463303 0.874052 -0.066979 -0.876883 -0.47601
129 100 114 -0.365925 0.542796 -0.755955 -0.082022 -0.827947 -0.554778 -0.927029 -0.140993 0.347476
88 91 114 -0.469129 0.816594 -0.336297 -0.840259 -0.52993 -0.114627 -0.271817 0.228806 0.934751
100 114 114 -0.826906 -0.021309 -0.561935 0.51295 0.38094 -0.76926 0.230455 -0.924358 -0.304073
90 92 114 0.4692 0.337442 -0.816081 0.840336 0.113465 0.530057 0.271459 -0.934484 -0.230323
120 127 114 -0.126477 -0.098466 -0.98707 -0.466734 -0.872127 0.146799 -0.875311 0.479265 0.064344
99 90 114 0.415585 -0.194259 -0.888568 0.643857 -0.627199 0.438252 -0.642449 -0.754242 -0.135579
129 134 114 0.815662 -0.414443 0.403658 0.577702 0.621009 -0.529726 -0.031152 0.665274 0.745944
88 110 114 0.919403 0.227079 0.321145 -0.223681 0.973481 -0.047965 -0.32352 -0.027735 0.945814
124 117 114 -0.880061 -0.258607 -0.398268 0.438212 -0.119179 -0.890935 0.182938 -0.958602 0.218209
100 121 114 -0.021845 0.826405 -0.562651 0.381805 -0.513234 -0.768637 -0.923993 -0.231613 -0.304314
120 112 114 -0.880146 -0.258263 -0.398303 0.438313 -0.11995 -0.890782 0.18228 -0.958599 0.218773
88 92 114 0.815759 0.470297 -0.33669 -0.531083 0.839622 -0.113948 0.229107 0.271763 0.934695
112 123 114 -0.10137 0.986272 0.130341 -0.871376 -0.151246 0.466724 0.480037 -0.066265 0.874742
92 113 114 0.919356 -0.321643 0.226564 -0.223379 0.047306 0.973581 -0.323867 -0.945679 -0.028354
111 96 114 0.415012 -0.193743 -0.888949 0.645005 -0.626439 0.437653 -0.641679 -0.754997 -0.135014
132 112 114 -0.880126 -0.25703 -0.399144 0.438706 -0.119013 -0.890714 0.181438 -0.959046 0.217508
96 104 114 -0.194366 0.888849 -0.414933 -0.626169 -0.438031 -0.645012 -0.755072 0.13445 0.641708
90 106 114 0.222187 -0.320461 -0.920834 0.974725 0.050268 0.217696 -0.023478 -0.945924 0.323529
96 109 114 -0.193824 0.889131 -0.414582 -0.62565 -0.437534 -0.645852 -0.755643 0.134196 0.64109
121 122 114 -0.126669 -0.099437 -0.986947 -0.466836 -0.871911 0.147759 -0.875229 0.479458 0.064021
121 132 114 -0.126048 -0.098671 -0.987105 -0.465803 -0.872642 0.146708 -0.875866 0.478288 0.064031
113 130 114 0.986697 0.128629 -0.099412 -0.148584 0.465417 -0.87253 -0.065966 0.875695 0.478339
97 115 114 -0.826796 -0.022508 -0.562049 0.512639 0.381139 -0.76937 0.231537 -0.924248 -0.303585
115 97 114 -0.880539 -0.259451 -0.396665 0.43734 -0.122075 -0.89097 0.182739 -0.95801 0.220955
90 117 114 0.919866 -0.32188 0.224145 -0.221366 0.045717 0.974117 -0.323802 -0.945676 -0.029195
117 123 114 -0.126472 -0.098518 -0.987065 -0.467196 -0.871867 0.146872 -0.87507 0.479723 0.064238
106 104 114 -0.19317 0.888873 -0.415436 -0.625971 -0.437696 -0.645431 -0.755545 0.135371 0.64096
125 123 114 -0.125378 -0.099892 -0.987066 -0.466602 -0.872077 0.14752 -0.875539 0.479064 0.062723
104 124 114 -0.826812 -0.020748 -0.562095 0.513463 0.380179 -0.769298 0.229654 -0.924682 -0.303683
107 125 114 -0.02183 0.826169 -0.562997 0.380132 -0.513984 -0.768971 -0.92468 -0.230798 -0.302831
105 94 114 -0.194249 0.889117 -0.414414 -0.626639 -0.437498 -0.644917 -0.754712 0.134413 0.642139
112 121 114 -0.826923 -0.020466 -0.561942 0.51331 0.38055 -0.769215 0.229589 -0.924535 -0.304185
129 138 114 0.417079 0.815433 0.401393 -0.621319 0.578142 -0.528882 -0.663336 -0.028825 0.747764
111 99 114 -0.193225 0.889192 -0.414726 -0.626862 -0.437057 -0.645004 -0.754791 0.135347 0.64185
125 116 114 -0.399568 0.879323 0.25911 -0.889937 -0.439889 0.120462 0.219905 -0.182458 0.958304
94 91 114 -0.194674 0.888823 -0.414843 -0.625699 -0.438239 -0.645327 -0.755383 0.133937 0.64145
112 106 114 -0.880058 -0.258355 -0.398434 0.438227 -0.118677 -0.890994 0.182909 -0.958734 0.217661
116 90 114 -0.089372 0.381479 -0.920045 0.984742 -0.104682 -0.139058 -0.149355 -0.918428 -0.366298
93 97 114 -0.194165 0.889286 -0.414092 -0.626713 -0.437199 -0.645049 -0.754673 0.134269 0.642214
91 92 114 -0.469368 0.816629 -0.335878 -0.840037 -0.53017 -0.115132 -0.272093 0.22812 0.93484
107 114 114 -0.826292 -0.020923 -0.562854 0.513992 0.380682 -0.768692 0.230346 -0.924473 -0.303802
123 90 114 -0.368232 0.54254 -0.75502 -0.082337 -0.827922 -0.554768 -0.926082 -0.142115 0.349536
102 93 114 -0.194685 0.888923 -0.414626 -0.626687 -0.437912 -0.644591 -0.754561 0.134348 0.642329
118 94 114 -0.369506 0.542002 -0.754782 -0.083516 -0.828355 -0.553946 -0.925468 -0.14165 0.351347
99 101 114 -0.194449 0.888821 -0.414953 -0.626393 -0.438057 -0.644777 -0.754865 0.134547 0.641932
94 100 114 -0.19412 0.888736 -0.415287 -0.626448 -0.438088 -0.644704 -0.754904 0.135005 0.641789
90 113 114 0.919599 -0.321389 0.22594 -0.222914 0.046711 0.973716 -0.323498 -0.945796 -0.028684
105 108 114 0.415273 -0.192971 -0.888998 0.644792 -0.626917 0.437271 -0.641718 -0.754805 -0.135912
115 106 114 -0.880103 -0.258192 -0.39844 0.438337 -0.119423 -0.890841 0.182426 -0.958684 0.218281
105 119 114 -0.022117 0.826223 -0.562907 0.380935 -0.513612 -0.768822 -0.924342 -0.231434 -0.303376
97 138 114 -0.137835 -0.326553 -0.935074 0.548044 -0.811538 0.202624 -0.825016 -0.484531 0.290822
135 90 114 0.752764 -0.491578 0.437839 -0.518512 -0.03296 0.854421 -0.405582 -0.870227 -0.279691
125 94 114 -0.368633 0.542266 -0.755021 -0.082207 -0.828057 -0.554583 -0.925934 -0.14237 0.349826
131 120 114 -0.882255 -0.254164 -0.396273 0.434851 -0.117426 -0.892806 0.180399 -0.96001 0.214114
113 114 114 -0.880136 -0.258332 -0.398278 0.43801 -0.118398 -0.891139 0.183054 -0.958774 0.217358
91 120 114 -0.446265 -0.468953 -0.76218 0.872311 -0.037706 -0.487509 0.199887 -0.88241 0.425907
105 137 114 0.343934 -0.084262 -0.935201 0.781826 -0.525918 0.334913 -0.520061 -0.846351 -0.115005
119 97 114 -0.367196 0.542109 -0.755834 -0.082619 -0.8284 -0.554011 -0.926468 -0.140983 0.34897
100 129 114 -0.893409 0.009228 -0.449147 0.431912 0.292677 -0.853101 0.123582 -0.956173 -0.26547
89 108 114 -0.919837 -0.321738 -0.224464 0.221015 0.04772 -0.9741 0.324119 -0.945627 0.02721
126 114 114 -0.879983 -0.258297 -0.39864 0.438596 -0.119592 -0.890691 0.182389 -0.958634 0.218527
132 98 114 -0.366829 0.543084 -0.755308 -0.083702 -0.827892 -0.554614 -0.926518 -0.140217 0.349145
117 127 114 -0.127092 -0.098217 -0.987016 -0.466722 -0.87212 0.146876 -0.875228 0.479329 0.064998
106 107 114 -0.193615 0.888611 -0.415788 -0.626831 -0.438073 -0.644343 -0.754716 0.135878 0.641826
88 101 114 0.920213 0.223816 0.321115 -0.219959 0.97429 -0.048744 -0.323768 -0.025777 0.945785
101 123 114 0.82513 0.564521 0.021892 -0.516064 0.768954 -0.377372 -0.229868 0.300081 0.925789
112 134 114 0.343661 -0.086126 -0.935133 0.781567 -0.525825 0.335654 -0.520629 -0.846221 -0.113398
131 123 114 -0.125034 -0.099542 -0.987142 -0.46756 -0.871635 0.147125 -0.875076 0.479943 0.062444
88 121 114 -0.469408 -0.75823 -0.452481 -0.038578 -0.494387 0.868386 -0.882143 0.425085 0.202804
117 102 114 -0.880357 -0.258418 -0.397734 0.437981 -0.121039 -0.890798 0.182058 -0.95842 0.219739
114 114 114 -0.399266 0.879526 0.258885 -0.890182 -0.439473 0.120164 0.21946 -0.182477 0.958404
108 97 114 -0.194463 0.888868 -0.414847 -0.62674 -0.437926 -0.64453 -0.754574 0.134663 0.642248
98 116 114 -0.826669 -0.021255 -0.562285 0.51322 0.381235 -0.768933 0.230705 -0.924238 -0.30425
133 96 114 0.762867 -0.47606 0.437491 -0.514022 -0.036112 0.857005 -0.392203 -0.878684 -0.27224
134 121 114 -0.009193 -0.337695 -0.9412 0.522119 0.801141 -0.292535 0.852838 -0.494101 0.168939
135 108 114 0.653718 0.693855 0.302047 -0.723273 0.690265 -0.020334 -0.222587 -0.205178 0.953068
90 122 114 -0.446676 -0.467752 -0.762685 0.871848 -0.036047 -0.488455 0.200987 -0.883114 0.423918
107 132 114 0.150302 -0.2833 -0.947164 0.281439 -0.906157 0.315707 -0.947749 -0.314032 -0.056456
103 138 114 0.344471 -0.0849 -0.934948 0.781962 -0.525152 0.335792 -0.519497 -0.846764 -0.114513
103 134 114 0.282269 -0.948498 -0.143808 0.905729 0.312893 -0.285924 0.316195 -0.049552 0.947397
88 115 114 0.919973 0.225582 0.320567 -0.22191 0.973862 -0.048467 -0.323122 -0.02655 0.945984
96 89 114 -0.130824 0.93838 0.319894 -0.830615 -0.279899 0.481382 0.541275 -0.202735 0.81604
137 134 114 -0.871603 0.483218 0.082538 -0.028974 0.117313 -0.99267 -0.489359 -0.867606 -0.088248
117 121 114 -0.127082 -0.098346 -0.987003 -0.467543 -0.871649 0.147044 -0.874797 0.480151 0.064788
126 97 114 0.540687 0.75601 0.368925 -0.829419 0.552316 0.083753 -0.140444 -0.351279 0.925676
109 134 114 0.343377 -0.085028 -0.935335 0.782685 -0.524569 0.335018 -0.519141 -0.847111 -0.113579
88 124 114 -0.447491 -0.467213 -0.762539 0.871255 -0.035403 -0.489562 0.201732 -0.883426 0.422907
97 118 114 -0.826882 -0.021524 -0.561961 0.512771 0.381496 -0.769103 0.230939 -0.924125 -0.304416
100 89 114 -0.194112 0.889073 -0.414572 -0.626623 -0.437531 -0.64491 -0.754761 0.134594 0.642044
89 134 114 0.082352 0.988146 0.12956 -0.719589 -0.030986 0.693706 0.689504 -0.150356 0.708505
125 130 114 -0.125447 -0.098724 -0.987176 -0.465779 -0.872697 0.146464 -0.875965 0.478177 0.063492
113 115 114 -0.398697 0.879822 0.25876 -0.890525 -0.438831 0.119976 0.219109 -0.182597 0.958461
117 101 114 -0.880199 -0.258098 -0.398291 0.438439 -0.120878 -0.890594 0.181717 -0.958527 0.219557
93 114 114 0.919166 -0.322308 0.226393 -0.223385 0.046816 0.973601 -0.324404 -0.945478 -0.028962
101 110 114 -0.827002 -0.022206 -0.561758 0.512334 0.381648 -0.769318 0.231479 -0.924045 -0.304253
94 104 114 -0.194349 0.888895 -0.414843 -0.62598 -0.437988 -0.645224 -0.755233 0.134285 0.641553
126 99 114 -0.367965 0.542471 -0.7552 -0.081771 -0.827915 -0.55486 -0.926239 -0.142416 0.349
98 101 114 -0.19443 0.888715 -0.41519 -0.626374 -0.43822 -0.644685 -0.754886 0.134718 0.641872
105 102 114 -0.194253 0.888832 -0.415021 -0.62646 -0.437974 -0.644769 -0.75486 0.134745 0.641896
103 129 114 -0.894627 0.011166 -0.446674 0.430274 0.29101 -0.854503 0.120445 -0.956655 -0.265151
90 119 114 -0.469208 0.448487 -0.760722 -0.042952 -0.87201 -0.487568 -0.882059 -0.196142 0.428413
108 108 114 -0.397836 0.880108 0.259112 -0.891112 -0.437875 0.119101 0.218281 -0.183513 0.958475
109 92 114 0.415525 -0.194741 -0.888487 0.644301 -0.626477 0.43864 -0.642049 -0.754715 -0.134843
95 92 114 -0.193979 0.889058 -0.414667 -0.626496 -0.43754 -0.645027 -0.754901 0.134664 0.641865
116 129 114 0.986645 0.129098 -0.09933 -0.14879 0.466102 -0.872129 -0.066293 0.875262 0.479085
136 114 114 -0.880337 -0.255229 -0.399833 0.439017 -0.119152 -0.890541 0.179647 -0.959513 0.216941
120 113 114 -0.399211 0.879609 0.258683 -0.890162 -0.439431 0.120475 0.219645 -0.182174 0.958419
137 106 114 0.654807 0.693067 0.301485 -0.722441 0.691159 -0.019799 -0.222084 -0.204841 0.953257
124 89 114 -0.36777 0.542834 -0.755033 -0.082666 -0.827808 -0.554888 -0.926236 -0.141653 0.349315
114 123 114 -0.126785 -0.099171 -0.986958 -0.465647 -0.872594 0.147491 -0.875847 0.47827 0.064451
128 92 114 -0.368247 0.542882 -0.754767 -0.082666 -0.82772 -0.55502 -0.926046 -0.14199 0.349681
113 106 114 -0.880006 -0.258492 -0.39846 0.438382 -0.119192 -0.890849 0.182785 -0.958633 0.21821
113 116 114 -0.880474 -0.257374 -0.398151 0.437663 -0.118409 -0.891305 0.182257 -0.959031 0.216902
113 137 114 0.344676 -0.084654 -0.934891 0.781127 -0.526484 0.335658 -0.520621 -0.845961 -0.11534
122 106 114 -0.880199 -0.257959 -0.39838 0.438339 -0.120044 -0.890757 0.181956 -0.958669 0.218737
126 89 114 -0.367223 0.54249 -0.755545 -0.082886 -0.828157 -0.554337 -0.926435 -0.140935 0.34908
114 131 114 0.986661 0.128412 -0.100059 -0.148997 0.464695 -0.872845 -0.065587 0.87611 0.477629
130 127 114 -0.12453 -0.100038 -0.98716 -0.465345 -0.872812 0.14715 -0.876326 0.477694 0.062137
93 136 114 0.080844 0.988294 0.129382 -0.719087 -0.03206 0.694179 0.690209 -0.149157 0.708072
89 95 114 0.337569 -0.470751 -0.815131 0.112237 -0.839657 0.531396 -0.934586 -0.270871 -0.230605
119 130 114 -0.126215 -0.098511 -0.987099 -0.465915 -0.872591 0.146655 -0.875783 0.478414 0.064234
124 112 114 -0.880181 -0.258711 -0.397937 0.438073 -0.120091 -0.89088 0.182692 -0.95846 0.219035
95 129 114 0.008927 0.448993 0.893488 0.29199 0.853414 -0.431771 -0.956385 0.264738 -0.123479
129 112 114 -0.879959 -0.257816 -0.399003 0.438902 -0.119859 -0.890505 0.181763 -0.95873 0.218628
117 103 114 -0.880197 -0.258286 -0.398174 0.438242 -0.120229 -0.890779 0.182204 -0.958558 0.219017
105 116 114 -0.826648 -0.021347 -0.562313 0.513481 0.38019 -0.76928 0.230204 -0.924664 -0.303324
115 133 114 -0.126112 -0.098331 -0.987128 -0.46459 -0.873352 0.146345 -0.876501 0.477065 0.064456
101 111 114 -0.826945 -0.021675 -0.561862 0.512539 0.381866 -0.769073 0.231226 -0.923968 -0.304679
95 135 114 0.08227 0.988147 0.129616 -0.719462 -0.031114 0.693834 0.68965 -0.150331 0.708366
128 109 114 -0.88006 -0.257577 -0.398936 0.438788 -0.119905 -0.890554 0.181554 -0.958789 0.218546
102 103 114 -0.1944 0.888659 -0.415323 -0.626601 -0.438259 -0.644439 -0.754705 0.134963 0.642032
103 116 114 -0.826603 -0.021265 -0.562382 0.513602 0.380062 -0.769262 0.230094 -0.924718 -0.303241
115 108 114 -0.398124 0.880114 0.258644 -0.890835 -0.438216 0.119921 0.218887 -0.182665 0.9585
131 138 114 0.416649 0.815738 0.401217 -0.621392 0.577707 -0.529271 -0.663537 -0.0288 0.747588
122 104 114 -0.880153 -0.257995 -0.39846 0.438418 -0.119986 -0.890726 0.181994 -0.958667 0.218716
111 110 114 -0.880146 -0.258818 -0.397941 0.437983 -0.119461 -0.89101 0.183072 -0.958511 0.218501
127 117 114 -0.880252 -0.259203 -0.397462 0.437585 -0.119435 -0.891208 0.183532 -0.958409 0.218552
136 108 114 0.654314 0.693249 0.302141 -0.722614 0.690952 -0.020511 -0.222969 -0.204916 0.953035
